brand,filename,extension,size,sha1,relative_path,absolute_path,origin_hint
Sem_Marca,Connection_IP240128.pdf,.pdf,41032,950fa097f4b0e9353234b80c5be636210f9950e9,Sem_Marca/Connection_IP240128.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Connection_IP240128.pdf,organized_or_recovered
Sem_Marca,Connections for LRV-1.pdf,.pdf,79589,f0373e75f9c659f08585459a9ec8d742264eeb1d,Sem_Marca/Connections for LRV-1.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Connections for LRV-1.pdf,organized_or_recovered
Sem_Marca,DISCRETE INDICATOR DATA SHEET.pdf,.pdf,255958,4b329668a5c1d42d5c3cf035480062722e6e9494,Sem_Marca/DISCRETE INDICATOR DATA SHEET.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/DISCRETE INDICATOR DATA SHEET.pdf,organized_or_recovered
Sem_Marca,Doc 230 PB.dwg,.dwg,510818,f6e09f599e21973d12a0f7ff20f6c15784573af2,Sem_Marca/Doc 230 PB.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Doc 230 PB.dwg,organized_or_recovered
Sem_Marca,Doc 230 PB__dup1.dwg,.dwg,507052,072dc23cbb6977937e94ca43ed9ea365f5c350ed,Sem_Marca/Doc 230 PB__dup1.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Doc 230 PB__dup1.dwg,duplicate_variant
Sem_Marca,Doc 230 PB__dup2.dwg,.dwg,417694,eafe857749f17bef9f032606b102a8d05224bd04,Sem_Marca/Doc 230 PB__dup2.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Doc 230 PB__dup2.dwg,duplicate_variant
Sem_Marca,Doc 230V PA.dwg,.dwg,684991,bf0cb501aad1a12b0c6a1892a59533b118d22665,Sem_Marca/Doc 230V PA.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Doc 230V PA.dwg,organized_or_recovered
Sem_Marca,Doc 230V PA__dup1.dwg,.dwg,920660,981e1903347bbe04069457c7f267b24b1aeaf34e,Sem_Marca/Doc 230V PA__dup1.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Doc 230V PA__dup1.dwg,duplicate_variant
Sem_Marca,Doc 230V PA__dup2.dwg,.dwg,507689,2409364c077ee3b2c17661405d145aa9fbbef6db,Sem_Marca/Doc 230V PA__dup2.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Doc 230V PA__dup2.dwg,duplicate_variant
Sem_Marca,Doc 400V PA.dwg,.dwg,591787,489fc95b53a81980ee39012cc5f15b92f0e3c442,Sem_Marca/Doc 400V PA.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Doc 400V PA.dwg,organized_or_recovered
Sem_Marca,Doc 400V PA__dup1.dwg,.dwg,448237,03b273dcaab4fa74929550839c667a9dad839a11,Sem_Marca/Doc 400V PA__dup1.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Doc 400V PA__dup1.dwg,duplicate_variant
Sem_Marca,Doc 400V PA__dup2.dwg,.dwg,532213,1775556df1069da0ab8590b89f6addee8c487d2d,Sem_Marca/Doc 400V PA__dup2.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Doc 400V PA__dup2.dwg,duplicate_variant
Sem_Marca,Doc 400V PB.A.dwg,.dwg,586107,9f18e6814ba9b02808c7f83517cff4ef508892f2,Sem_Marca/Doc 400V PB.A.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Doc 400V PB.A.dwg,organized_or_recovered
Sem_Marca,Doc 400V PB.dwg,.dwg,567660,a4ed0d4a25e660d088b6a0a8f11a8356d88d88eb,Sem_Marca/Doc 400V PB.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Doc 400V PB.dwg,organized_or_recovered
Sem_Marca,Doc 400V PB__dup1.dwg,.dwg,438810,c1c742d4767cf1ce219425312c0de214529ccb4e,Sem_Marca/Doc 400V PB__dup1.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Doc 400V PB__dup1.dwg,duplicate_variant
Sem_Marca,Doc 400V PB__dup2.dwg,.dwg,558262,3c22a56ca5ca0a464bb3a649749309ce8f128ce5,Sem_Marca/Doc 400V PB__dup2.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Doc 400V PB__dup2.dwg,duplicate_variant
Sem_Marca,Doc 400V PB__dup3.dwg,.dwg,419487,5b8354d6db41e169989ffe92ba220cb27a1f7bf7,Sem_Marca/Doc 400V PB__dup3.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Doc 400V PB__dup3.dwg,duplicate_variant
Sem_Marca,Down Cable  collection.dwg,.dwg,106130,4333bc23978481e5a827c6eb2ec958db589c2db4,Sem_Marca/Down Cable  collection.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Down Cable  collection.dwg,organized_or_recovered
Sem_Marca,E0106017 Instrucciones MRL VF Fuji GB captador 103SP v5.0.pdf,.pdf,1092690,13d942e50fe87d851c6f8b48e90378f79ead4177,Sem_Marca/E0106017 Instrucciones MRL VF Fuji GB captador 103SP v5.0.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/E0106017 Instrucciones MRL VF Fuji GB captador 103SP v5.0.pdf,organized_or_recovered
Sem_Marca,E34610_Esquemas Electricos.pdf,.pdf,10573157,823615bb4c131f3a52edb6729efbca661cf701cd,Sem_Marca/E34610_Esquemas Electricos.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/E34610_Esquemas Electricos.pdf,organized_or_recovered
Sem_Marca,EE312-06.pdf,.pdf,285633,c51330172b11b6f2b50f16301e436425932e7166,Sem_Marca/EE312-06.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/EE312-06.pdf,organized_or_recovered
Sem_Marca,EE312.pdf,.pdf,366116,804fc3ecee68f00a8af3cea31b5b8417a4e6e41e,Sem_Marca/EE312.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/EE312.pdf,organized_or_recovered
Sem_Marca,EHM2 circuit diagram symbols.DOC,.doc,694272,883a3458db93e5d18d8758247162558cb0c1f306,Sem_Marca/EHM2 circuit diagram symbols.DOC,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/EHM2 circuit diagram symbols.DOC,organized_or_recovered
Sem_Marca,ESQUEMA E PARAMETRIZAÇÃO.PDF,.pdf,75680,fef90c93c0c9d2779ea5434911504d6e232f7733,Sem_Marca/ESQUEMA E PARAMETRIZAÇÃO.PDF,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/ESQUEMA E PARAMETRIZAÇÃO.PDF,organized_or_recovered
Sem_Marca,ESQUEMA LIGAÇÕES.pdf,.pdf,415028,a61b77854c4768df97382457c96649788e19f191,Sem_Marca/ESQUEMA LIGAÇÕES.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/ESQUEMA LIGAÇÕES.pdf,organized_or_recovered
Sem_Marca,ESQUEMA MIC C (Arriaga 2F).pdf,.pdf,235747,396431f571a04d804cc1ceacb1b5c1d7d2f66110,Sem_Marca/ESQUEMA MIC C (Arriaga 2F).pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/ESQUEMA MIC C (Arriaga 2F).pdf,organized_or_recovered
Sem_Marca,ESQUEMAS- M4000-AJ3.PDF,.pdf,852624,d6329aeedd662283d51b4ca6dcad947184327ac2,Sem_Marca/ESQUEMAS- M4000-AJ3.PDF,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/ESQUEMAS- M4000-AJ3.PDF,organized_or_recovered
Sem_Marca,EV10 Hydraulic Diagram__dup1.pdf,.pdf,130962,2a3f4cee869fd8546315ae784e6b35b20f8faf44,Sem_Marca/EV10 Hydraulic Diagram__dup1.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/EV10 Hydraulic Diagram__dup1.pdf,duplicate_variant
Sem_Marca,Electric Drawing.dwg,.dwg,353664,297cc5086dd469ad8527be855a397c4edb2bfd6a,Sem_Marca/Electric Drawing.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Electric Drawing.dwg,organized_or_recovered
Sem_Marca,Electrical Drawing.pdf,.pdf,325808,9c27d7021ad58e248b4e4de3dc1cb4152f06e4f7,Sem_Marca/Electrical Drawing.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Electrical Drawing.pdf,organized_or_recovered
Sem_Marca,Energy Saving System.dwg,.dwg,103729,86f1ec221584948cc73e5ecd7634947564ec0512,Sem_Marca/Energy Saving System.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Energy Saving System.dwg,organized_or_recovered
Sem_Marca,Entradas Saídas Placa A21 Homelift.dwg,.dwg,56579,9f7295c7d087bbc48e2be8b9ba57e71bd84e68da,Sem_Marca/Entradas Saídas Placa A21 Homelift.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Entradas Saídas Placa A21 Homelift.dwg,organized_or_recovered
Sem_Marca,Esquema 27-05-2022.pdf,.pdf,1687569,830985e5a3365494b5aaf39b7473d5a0fef72793,Sem_Marca/Esquema 27-05-2022.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Esquema 27-05-2022.pdf,organized_or_recovered
Sem_Marca,Esquema Eléctrico com Variador de Frequência.pdf,.pdf,42513,1d564d6e80d49a44f1dba3cdcf387384e4ac42c8,Sem_Marca/Esquema Eléctrico com Variador de Frequência.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Esquema Eléctrico com Variador de Frequência.pdf,organized_or_recovered
Sem_Marca,Esquema Logic.pdf,.pdf,900870,064a8e83bd922330a196ffe745d2c0b9750efe66,Sem_Marca/Esquema Logic.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Esquema Logic.pdf,organized_or_recovered
Sem_Marca,Esquema Manobra K_VF KEB F5B.pdf,.pdf,1209724,5822c8e0645f951ffe37ba870eb12bd4147b8d39,Sem_Marca/Esquema Manobra K_VF KEB F5B.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Esquema Manobra K_VF KEB F5B.pdf,organized_or_recovered
Sem_Marca,Esquema PS2VH Manobras Hidraulicas M8PC MSM10P.PDF,.pdf,493645,064eb6b6f8cec82a7e3de7a3b62cda6192e42c66,Sem_Marca/Esquema PS2VH Manobras Hidraulicas M8PC MSM10P.PDF,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Esquema PS2VH Manobras Hidraulicas M8PC MSM10P.PDF,organized_or_recovered
Sem_Marca,Esquema Slim.pdf,.pdf,674866,6b5af8ebf8196469c7b5e791716ffcd0f2a74756,Sem_Marca/Esquema Slim.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Esquema Slim.pdf,organized_or_recovered
Sem_Marca,Esquema de Reset Art 75.PDF,.pdf,388847,ea7d730f2f2bc80e59cf32e0df2a86f5e6c4e654,Sem_Marca/Esquema de Reset Art 75.PDF,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Esquema de Reset Art 75.PDF,organized_or_recovered
Sem_Marca,Esquema_Electrico_ElectronicII.pdf,.pdf,679447,1723e2ea3c648f44ab494518aa8dcb1776ad79de,Sem_Marca/Esquema_Electrico_ElectronicII.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Esquema_Electrico_ElectronicII.pdf,organized_or_recovered
Sem_Marca,Esquemas Magalhães Lemos.pdf,.pdf,6585709,b8b548542faa93b6f484cd43a50ab81b9323a5c1,Sem_Marca/Esquemas Magalhães Lemos.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Esquemas Magalhães Lemos.pdf,organized_or_recovered
Sem_Marca,Esquemas bornes.pdf,.pdf,666182,aa4d1c8b53284b23f98b20dd666f34a5ea430c07,Sem_Marca/Esquemas bornes.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Esquemas bornes.pdf,organized_or_recovered
Sem_Marca,Esquemas última versão.pdf,.pdf,674866,6b5af8ebf8196469c7b5e791716ffcd0f2a74756,Sem_Marca/Esquemas última versão.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Esquemas última versão.pdf,organized_or_recovered
Sem_Marca,FIELD WIRING.pdf,.pdf,2766858,e0f12b7590897feba4e1bf7a261cc8f7f97cd446,Sem_Marca/FIELD WIRING.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/FIELD WIRING.pdf,organized_or_recovered
Sem_Marca,GT-MS-011.PDF,.pdf,26748,588bc02227bdf399e9db104f948c3fbbbd84e19d,Sem_Marca/GT-MS-011.PDF,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/GT-MS-011.PDF,organized_or_recovered
Sem_Marca,H&C Wiring Diagram For Warden Lift.pdf,.pdf,524018,2a687860cdd79cce76c8f72d4aa6e6c894fab65b,Sem_Marca/H&C Wiring Diagram For Warden Lift.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/H&C Wiring Diagram For Warden Lift.pdf,organized_or_recovered
Sem_Marca,HERCULES(ESQUEMAS).pdf,.pdf,199362,fcf1e465fbff81a9ac298b6aadbcda2c73d11643,Sem_Marca/HERCULES(ESQUEMAS).pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/HERCULES(ESQUEMAS).pdf,organized_or_recovered
Sem_Marca,Ha470434.pdf,.pdf,38611,3014b732aec1783a9fc2200cc9b17c09b6897d12,Sem_Marca/Ha470434.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Ha470434.pdf,organized_or_recovered
Sem_Marca,Ha470525.pdf,.pdf,27289,74b72218881858b8f11bfc22bc5da1e85ea421a2,Sem_Marca/Ha470525.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Ha470525.pdf,organized_or_recovered
Sem_Marca,Ha470588.pdf,.pdf,54210,08315f739492c11430c6127fb433853cca3421de,Sem_Marca/Ha470588.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Ha470588.pdf,organized_or_recovered
Sem_Marca,Ha470595.pdf,.pdf,37901,8e21878f933b3767f606eeb3a178335bd927f41d,Sem_Marca/Ha470595.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Ha470595.pdf,organized_or_recovered
Sem_Marca,Handrail AND Skirt Light.dwg,.dwg,108957,7b30959cbd7a97d2d46623d7e288925df52b05b1,Sem_Marca/Handrail AND Skirt Light.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Handrail AND Skirt Light.dwg,organized_or_recovered
Sem_Marca,Hiro M8000_M7000 Wiring Diagram.pdf,.pdf,5378673,66ce69ce4171630cd7866a9b1bc564ab8d86fa55,Sem_Marca/Hiro M8000_M7000 Wiring Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Hiro M8000_M7000 Wiring Diagram.pdf,organized_or_recovered
Sem_Marca,INDICATOR CONTROL BOARD.pdf,.pdf,410099,ff9b0ce7cb82e7a47c984d439f3a26cb4881ad1c,Sem_Marca/INDICATOR CONTROL BOARD.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/INDICATOR CONTROL BOARD.pdf,organized_or_recovered
Sem_Marca,IP240320_ligações.pdf,.pdf,27348,f5f9d32820e4428472fe24b168f0b0f3d57669bc,Sem_Marca/IP240320_ligações.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/IP240320_ligações.pdf,organized_or_recovered
Sem_Marca,Inspection Socket.dwg,.dwg,102278,f1d396cd0bbbd951e0e0345a40541ded14f4f752,Sem_Marca/Inspection Socket.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Inspection Socket.dwg,organized_or_recovered
Sem_Marca,Inverter UPS Connections.pdf,.pdf,135432,e377b66652d53d17901c309b88da8c86d19162b5,Sem_Marca/Inverter UPS Connections.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Inverter UPS Connections.pdf,organized_or_recovered
Sem_Marca,JSA07710E-AA_PCS-200B VVVF local wiring.pdf,.pdf,462677,2686ff8a36bebaa98d2f22994b538dfc3e67a96f,Sem_Marca/JSA07710E-AA_PCS-200B VVVF local wiring.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/JSA07710E-AA_PCS-200B VVVF local wiring.pdf,organized_or_recovered
Sem_Marca,KV1 Hydraulic Diagram__dup1.pdf,.pdf,92497,cfe7dc0c5b53a9c1654b8e1f67214e16d1d31f59,Sem_Marca/KV1 Hydraulic Diagram__dup1.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/KV1 Hydraulic Diagram__dup1.pdf,duplicate_variant
Sem_Marca,LCD Fault Code.dwg,.dwg,196609,7feb7941fd3839effbe856922b1950eecbe4ad53,Sem_Marca/LCD Fault Code.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/LCD Fault Code.dwg,organized_or_recovered
Sem_Marca,LCD Fault Display.dwg,.dwg,116563,a2136cabec8554e33583b582aa953881406eba76,Sem_Marca/LCD Fault Display.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/LCD Fault Display.dwg,organized_or_recovered
Sem_Marca,LED Fault Code.dwg,.dwg,129358,a75600787243bd37ac5d156d788db52886da2025,Sem_Marca/LED Fault Code.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/LED Fault Code.dwg,organized_or_recovered
Sem_Marca,LED Fault Display.dwg,.dwg,102733,7a488db4e781f7f61ac053d12faab90b6d213271,Sem_Marca/LED Fault Display.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/LED Fault Display.dwg,organized_or_recovered
Sem_Marca,LT03-P030_1.dwg,.dwg,190438,78672c6cde8b136927013172a3e291a85aad642d,Sem_Marca/LT03-P030_1.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/LT03-P030_1.dwg,organized_or_recovered
Sem_Marca,LT03-P030_1__dup1.dwg,.dwg,166813,5d4f21e9429acd3bedef7f5d5ba83a80334e7596,Sem_Marca/LT03-P030_1__dup1.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/LT03-P030_1__dup1.dwg,duplicate_variant
Sem_Marca,LT03-P030_2.dwg,.dwg,279020,9eadc36d15d2783fdafad6bac923ff8ec4ec309b,Sem_Marca/LT03-P030_2.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/LT03-P030_2.dwg,organized_or_recovered
Sem_Marca,LT03-P030_2__dup1.dwg,.dwg,283212,ab610d492f469f1b88929ca766019be39e22ad3f,Sem_Marca/LT03-P030_2__dup1.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/LT03-P030_2__dup1.dwg,duplicate_variant
Sem_Marca,LT03-P030_3.dwg,.dwg,221354,43c6460ef5b0e740d9d49d88892455e2860de8ba,Sem_Marca/LT03-P030_3.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/LT03-P030_3.dwg,organized_or_recovered
Sem_Marca,LT03-P030_3__dup1.dwg,.dwg,240524,aac2b42d93883488289c115c1fa35e5a4cf6361b,Sem_Marca/LT03-P030_3__dup1.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/LT03-P030_3__dup1.dwg,duplicate_variant
Sem_Marca,LT03-P030_4.dwg,.dwg,222422,22fce1affbd063a17e57b8b1866b5a8333d1154c,Sem_Marca/LT03-P030_4.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/LT03-P030_4.dwg,organized_or_recovered
Sem_Marca,LT03-P030_4__dup1.dwg,.dwg,244684,73f932da68b3c136d734234cd8d652c3f34784fa,Sem_Marca/LT03-P030_4__dup1.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/LT03-P030_4__dup1.dwg,duplicate_variant
Sem_Marca,LT03-P030_VVVF-4.dwg,.dwg,185900,cdc36864659458317541051d8e4533824a47d4a2,Sem_Marca/LT03-P030_VVVF-4.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/LT03-P030_VVVF-4.dwg,organized_or_recovered
Sem_Marca,LT03-P030_X.dwg,.dwg,595929,0cb70e8477a4703440d7c9e363ae64a107b012cb,Sem_Marca/LT03-P030_X.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/LT03-P030_X.dwg,organized_or_recovered
Sem_Marca,LT03-P030_X__dup1.dwg,.dwg,482243,74f4de82a23b7e7bbf4eebde3c321a572178bdf8,Sem_Marca/LT03-P030_X__dup1.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/LT03-P030_X__dup1.dwg,duplicate_variant
Sem_Marca,Ligações_Gerador_posição32.pdf,.pdf,114079,c240499c626ae72ae8c238e4b7a5440cb64be8bf,Sem_Marca/Ligações_Gerador_posição32.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Ligações_Gerador_posição32.pdf,organized_or_recovered
Sem_Marca,Loom.pdf,.pdf,636737,ef856450673160e99fb6a316bf94a33ebc4e4a2f,Sem_Marca/Loom.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Loom.pdf,organized_or_recovered
Sem_Marca,Loom__dup1.pdf,.pdf,636718,f99054b2584bca11cd0a1aa73e4160a322ce0dfc,Sem_Marca/Loom__dup1.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Loom__dup1.pdf,duplicate_variant
Sem_Marca,Loom__dup2.pdf,.pdf,636167,acc83ba455adeaf92e5629d368f11b826bd773ed,Sem_Marca/Loom__dup2.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Loom__dup2.pdf,duplicate_variant
Sem_Marca,Loom__dup3.pdf,.pdf,636639,819b504e47495cabbd8061b1d6cf8ab7d51f0edf,Sem_Marca/Loom__dup3.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Loom__dup3.pdf,duplicate_variant
Sem_Marca,Loom__dup4.pdf,.pdf,636766,0cba420ba7c704271380d48edffe51635341cf5f,Sem_Marca/Loom__dup4.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Loom__dup4.pdf,duplicate_variant
Sem_Marca,Loom__dup5.pdf,.pdf,636435,495f1d60568c3e9ac25c38e74a9bb81458dc2d8b,Sem_Marca/Loom__dup5.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Loom__dup5.pdf,duplicate_variant
Sem_Marca,Loom__dup6.pdf,.pdf,636406,6977619fdb1edbab3e3940f5405138eb6c40d486,Sem_Marca/Loom__dup6.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Loom__dup6.pdf,duplicate_variant
Sem_Marca,Loom__dup7.pdf,.pdf,636719,975da6fb0222598cbe38be339df6a6893a14cb23,Sem_Marca/Loom__dup7.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Sem_Marca/Loom__dup7.pdf,duplicate_variant
