source_relative_path,target_relative_path,bucket,brand,score,doc_type,theme,suggested_title,rationale
Documentacao Tecnica/Schindler/Schindler - 583968.jpg,high_confidence/Schindler/Schindler - 583968.jpg,high_confidence,Schindler,7,Image,Electrical schematic / control,Schindler Electrical Diagram,"high=electrical schematic,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 591487.jpg,review/Schindler/Schindler - 591487.jpg,review,Schindler,6,Image,Schindler ID NR label,Schindler ID Number Label 591487,"high=wiring diagram,wiring; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313515.jpg,high_confidence/Schindler/Schindler - 59313515.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Electrical Schematic 59313515,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313520.jpg,high_confidence/Schindler/Schindler - 59313520.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Technical Drawing 59313520,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313521.jpg,high_confidence/Schindler/Schindler - 59313521.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Technical Drawing 59313521,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313525.jpg,high_confidence/Schindler/Schindler - 59313525.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Technical Drawing 59313525,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313526.jpg,high_confidence/Schindler/Schindler - 59313526.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Technical Drawing 59313526,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313527.jpg,high_confidence/Schindler/Schindler - 59313527.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Technical Drawing 59313527,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313529.jpg,high_confidence/Schindler/Schindler - 59313529.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Technical Drawing 59313529,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313530.jpg,high_confidence/Schindler/Schindler - 59313530.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Technical Drawing 59313530,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313533.jpg,high_confidence/Schindler/Schindler - 59313533.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Technical Drawing 59313533,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313534.jpg,high_confidence/Schindler/Schindler - 59313534.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Technical Drawing 59313534,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313535.jpg,high_confidence/Schindler/Schindler - 59313535.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Technical Drawing 59313535,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313548.jpg,high_confidence/Schindler/Schindler - 59313548.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Technical Drawing 59313548,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313549.jpg,high_confidence/Schindler/Schindler - 59313549.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Technical Drawing 59313549,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313550.jpg,high_confidence/Schindler/Schindler - 59313550.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Technical Drawing 59313550,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313557.jpg,high_confidence/Schindler/Schindler - 59313557.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Technical Drawing 59313557,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313559.jpg,high_confidence/Schindler/Schindler - 59313559.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Technical Drawing 59313559,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313560.jpg,high_confidence/Schindler/Schindler - 59313560.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Technical Drawing 59313560,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313561.jpg,high_confidence/Schindler/Schindler - 59313561.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Technical Drawing 59313561,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313562.jpg,high_confidence/Schindler/Schindler - 59313562.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Technical Drawing 59313562,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - 59313563.jpg,high_confidence/Schindler/Schindler - 59313563.jpg,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,Schindler Technical Drawing 59313563,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - ARD 0101.pdf,high_confidence/Schindler/Miconic MX - GC ARD Main Supply Wiring Diagram.pdf,high_confidence,Schindler,18,Wiring Diagram,Emergency rescue / ARD wiring,Miconic MX-GC ARD Main Supply Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - ARD 0102.pdf,high_confidence/Schindler/Miconic MX - GC ARD Controller Supply Wiring Diagram.pdf,high_confidence,Schindler,17,Wiring Diagram,Emergency rescue / ARD wiring,Miconic MX-GC ARD Controller Supply Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - ARD 0103.pdf,high_confidence/Schindler/ARD AUS Modification - REC - OKR Safety Circuit.pdf,high_confidence,Schindler,18,Wiring Diagram,ARD safety circuit,ARD AUS Modification – REC-OKR Safety Circuit,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram,circuit; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - ARD 0104.pdf,high_confidence/Schindler/ARD AUS Modification - VF Drive Interface.pdf,high_confidence,Schindler,18,Wiring Diagram,ARD drive interface,ARD AUS Modification – VF Drive Interface,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram,connection,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - ARD 0105.pdf,high_confidence/Schindler/ARD AUS Modification - Magnetic Brake Circuit.pdf,high_confidence,Schindler,18,Wiring Diagram,ARD brake control,ARD AUS Modification – Magnetic Brake Circuit,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram,circuit; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - ARD 0106.pdf,high_confidence/Schindler/ARD AUS Modification - Door Drive Interface.pdf,high_confidence,Schindler,15,Wiring Diagram,ARD door drive interface,ARD AUS Modification – Door Drive Interface,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - ARD 0107.pdf,high_confidence/Schindler/ARD AUS Modification - Door Drive with Parameters.pdf,high_confidence,Schindler,16,Wiring Diagram,ARD door drive interface,ARD AUS Modification – Door Drive with Parameters,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,connection,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - ARD 0108.pdf,high_confidence/Schindler/ARD AUS Modification - Door Drive with Parameter Settings.pdf,high_confidence,Schindler,15,Wiring Diagram,ARD door drive interface,ARD AUS Modification – Door Drive with Parameter Settings,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - ARD 0109.pdf,high_confidence/Schindler/ARD AUS Modification - Sematic Door Drive.pdf,high_confidence,Schindler,18,Wiring Diagram,ARD door drive interface,ARD AUS Modification – Sematic Door Drive,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - Arrow.pdf,high_confidence/Schindler/Miconic BX Connection Arrow.pdf,high_confidence,Schindler,15,Wiring Diagram,Miconic BX connection diagram,Miconic BX Connection Arrow,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - BIOPCSE.pdf,high_confidence/Schindler/Schindler BIOPCSE Control Board Schematic.pdf,high_confidence,Schindler,17,Wiring Diagram,Control board schematic,Schindler BIOPCSE Control Board Schematic,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram,circuit; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - Cable comm RJ45 and RS422.pdf,review/Schindler/RJ45 and RS422 Communication Cable.pdf,review,Schindler,5,Technical Note,Communication cabling,RJ45 and RS422 Communication Cable,"high=wiring,pinout; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - Doc Tecnica__dup187.pdf,high_confidence/Schindler/FM500 B C Gearless Machine Wiring Diagram.pdf,high_confidence,Schindler,16,Wiring Diagram,Gearless Machines,FM500 B/C Gearless Machine Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=electrical,diagram,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - Doc Tecnica__dup341.pdf,high_confidence/Schindler/Schindler Control Wiring and Connectors.pdf,high_confidence,Schindler,16,Wiring Diagram,Control wiring / connectors,Schindler Control Wiring and Connectors,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - Doc Tecnica__dup342.pdf,high_confidence/Schindler/Schindler Control Wiring and Connectors__dup1.pdf,high_confidence,Schindler,16,Wiring Diagram,Control wiring / connectors,Schindler Control Wiring and Connectors,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - GIESA 1vel.bmp,high_confidence/Schindler/GIESA 1 - Speed Elevator Wiring Diagram.bmp,high_confidence,Schindler,16,Wiring Diagram,GIESA 1-speed elevator wiring,GIESA 1-Speed Elevator Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram,circuit"
Documentacao Tecnica/Schindler/Schindler - Group SDDB.pdf,high_confidence/Schindler/Group SDDB Interconnections.pdf,high_confidence,Schindler,17,Wiring Diagram,Controller interconnections,Group SDDB Interconnections,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - J414007611.pdf,high_confidence/Schindler/Electrical Connection for VF10 20 24BR NXS.pdf,high_confidence,Schindler,16,Wiring Diagram,Drive electrical connection,Electrical Connection for VF10/20/24BR NXS,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=electrical,diagram,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194240.tif,high_confidence/Schindler/Control Wiring Diagram S194240.tif,high_confidence,Schindler,17,Wiring Diagram,Drive control wiring,Control Wiring Diagram S194240,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194241.tif,high_confidence/Schindler/Control Wiring Diagram S194241.tif,high_confidence,Schindler,16,Wiring Diagram,Drive control wiring,Control Wiring Diagram S194241,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194242.tif,high_confidence/Schindler/Control Wiring Diagram S194242.tif,high_confidence,Schindler,16,Wiring Diagram,Drive control wiring,Control Wiring Diagram S194242,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,circuit,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194244 - 1.tif,high_confidence/Schindler/Control Wiring Diagram S194244 - Sheet 1.tif,high_confidence,Schindler,17,Wiring Diagram,Drive control wiring,Control Wiring Diagram S194244 - Sheet 1,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194244 - 2.tif,high_confidence/Schindler/Control Wiring Diagram S194244 - Sheet 2.tif,high_confidence,Schindler,16,Wiring Diagram,Drive control wiring,Control Wiring Diagram S194244 - Sheet 2,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194244 - 3.tif,high_confidence/Schindler/Control Wiring Diagram S194244 - Sheet 3.tif,high_confidence,Schindler,16,Wiring Diagram,Drive control wiring,Control Wiring Diagram S194244 - Sheet 3,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194244 - 4.tif,high_confidence/Schindler/Control Wiring Diagram S194244 - Sheet 4.tif,high_confidence,Schindler,17,Wiring Diagram,Drive control wiring,Control Wiring Diagram S194244 - Sheet 4,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram,circuit; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194244 - 5.tif,high_confidence/Schindler/Control Wiring Diagram S194244 - Sheet 5.tif,high_confidence,Schindler,17,Wiring Diagram,Drive control wiring,Control Wiring Diagram S194244 - Sheet 5,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram,circuit; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194253 - 1.tif,high_confidence/Schindler/Inverter Interface Diagram S194253 - Sheet 1.tif,high_confidence,Schindler,17,Wiring Diagram,Drive control interface,Inverter Interface Diagram S194253 - Sheet 1,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194253 - 2.tif,high_confidence/Schindler/Inverter Interface Diagram S194253 - Sheet 2.tif,high_confidence,Schindler,15,Wiring Diagram,Drive control interface,Inverter Interface Diagram S194253 - Sheet 2,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194253 - 3.tif,high_confidence/Schindler/Inverter Interface Diagram S194253 - Sheet 3.tif,high_confidence,Schindler,16,Wiring Diagram,Drive control interface,Inverter Interface Diagram S194253 - Sheet 3,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=electrical,diagram,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194254 - 2.tif,high_confidence/Schindler/Inverter Interface Diagram S194254 - Sheet 2.tif,high_confidence,Schindler,18,Wiring Diagram,Drive control interface,Inverter Interface Diagram S194254 - Sheet 2,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram,circuit,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194254 - 3.tif,high_confidence/Schindler/Inverter Interface Diagram S194254 - Sheet 3.tif,high_confidence,Schindler,15,Wiring Diagram,Drive control interface,Inverter Interface Diagram S194254 - Sheet 3,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194254 - 4.tif,high_confidence/Schindler/Inverter Interface Diagram S194254 - Sheet 4.tif,high_confidence,Schindler,16,Wiring Diagram,Drive control interface,Inverter Interface Diagram S194254 - Sheet 4,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=electrical,diagram,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194254 - 5.tif,high_confidence/Schindler/Inverter Interface Diagram S194254 - Sheet 5.tif,high_confidence,Schindler,15,Wiring Diagram,Drive control interface,Inverter Interface Diagram S194254 - Sheet 5,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194255.tif,high_confidence/Schindler/Electrical Schematic S194255.tif,high_confidence,Schindler,18,Wiring Diagram,Electrical schematic,Electrical Schematic S194255,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram,circuit; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194256.tif,review/Schindler/Door Overbridging Diagram.tif,review,Schindler,4,Technical Note,Door interlock / bridging,Door Overbridging Diagram,high=wiring; medium=diagram; doc_suffix
Documentacao Tecnica/Schindler/Schindler - S194257.tif,high_confidence/Schindler/SMART MRL Door Control Wiring Diagram.tif,high_confidence,Schindler,17,Wiring Diagram,Door control wiring,SMART MRL Door Control Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194258.tif,high_confidence/Schindler/SMART MRL Shaft Wiring Diagram.tif,high_confidence,Schindler,19,Wiring Diagram,Door control wiring,SMART MRL Shaft Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram,circuit,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194260 - 1.tif,high_confidence/Schindler/SMART MRL Landing Operation Panel Wiring Diagram.tif,high_confidence,Schindler,17,Wiring Diagram,Landing operation panel wiring,SMART MRL Landing Operation Panel Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram,circuit; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194260 - 2.tif,high_confidence/Schindler/SMART MRL Landing Operation Panel Wiring Diagram__dup1.tif,high_confidence,Schindler,16,Wiring Diagram,Landing operation panel wiring,SMART MRL Landing Operation Panel Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194260 - 3.tif,high_confidence/Schindler/SMART MRL Control Circuit Diagram.tif,high_confidence,Schindler,18,Wiring Diagram,Control circuit wiring,SMART MRL Control Circuit Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,circuit diagram,wiring,schematic; medium=diagram,circuit,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194260 - 4.tif,high_confidence/Schindler/SMART MRL Control Circuit Diagram__dup1.tif,high_confidence,Schindler,17,Wiring Diagram,Control circuit wiring,SMART MRL Control Circuit Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,circuit diagram,wiring,schematic; medium=diagram,circuit; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194273.tif,high_confidence/Schindler/SMART MRL Control Circuit Diagram__dup2.tif,high_confidence,Schindler,18,Wiring Diagram,Control circuit wiring,SMART MRL Control Circuit Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,circuit diagram,wiring; medium=electrical,diagram,circuit; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194290 - 1.tif,high_confidence/Schindler/SMART MRL Second Shaft Wiring Diagram.tif,high_confidence,Schindler,17,Wiring Diagram,Second shaft wiring,SMART MRL Second Shaft Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194290 - 2.tif,high_confidence/Schindler/SMART MRL Second Shaft Wiring Diagram__dup1.tif,high_confidence,Schindler,16,Wiring Diagram,Second shaft wiring,SMART MRL Second Shaft Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194290 - 3.tif,high_confidence/Schindler/SMART MRL Door and Shaft Wiring Diagram.tif,high_confidence,Schindler,16,Wiring Diagram,Door and shaft wiring,SMART MRL Door and Shaft Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S194290 - 4.tif,high_confidence/Schindler/SMART MRL Door and Shaft Wiring Diagram__dup1.tif,high_confidence,Schindler,18,Wiring Diagram,Door and shaft wiring,SMART MRL Door and Shaft Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=electrical,diagram,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S293040 0.pdf,high_confidence/Schindler/ARS Hydraulic Drive Wiring Diagram.pdf,high_confidence,Schindler,18,Wiring Diagram,ARS controller wiring,ARS Hydraulic Drive Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram,controller wiring; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S293041 0.pdf,high_confidence/Schindler/ARS Electric Drive Wiring Diagram.pdf,high_confidence,Schindler,19,Wiring Diagram,ARS controller wiring,ARS Electric Drive Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram,circuit,controller wiring; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S293042 0.pdf,high_confidence/Schindler/ARS Safety Chain Wiring Diagram.pdf,high_confidence,Schindler,17,Wiring Diagram,Safety chain wiring,ARS Safety Chain Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S293043 0.pdf,high_confidence/Schindler/ARS Door Drive Interface Diagram.pdf,high_confidence,Schindler,16,Wiring Diagram,Door drive interface wiring,ARS Door Drive Interface Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,connection,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S293044 0.pdf,high_confidence/Schindler/ARS Door Sensor Interface Diagram.pdf,high_confidence,Schindler,16,Wiring Diagram,Door drive interface wiring,ARS Door Sensor Interface Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,connection,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - S293045 0.pdf,high_confidence/Schindler/Schindler ARS Control System Wiring Diagram.pdf,high_confidence,Schindler,17,Wiring Diagram,Controller wiring and interfaces,Schindler ARS Control System Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,connection,interface,controller wiring; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - VFBR.jpg,high_confidence/Schindler/VFBR Wiring Diagram.jpg,high_confidence,Schindler,16,Wiring Diagram,VFBR drive/control diagram,VFBR Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - VFBR1.jpg,high_confidence/Schindler/VFBR Wiring Diagram 1.jpg,high_confidence,Schindler,16,Wiring Diagram,VFBR drive/control diagram,VFBR Wiring Diagram 1,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - VFBR2.jpg,high_confidence/Schindler/VFBR Wiring Diagram 2.jpg,high_confidence,Schindler,18,Wiring Diagram,VFBR drive/control diagram,VFBR Wiring Diagram 2,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram,circuit,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - VFBR3.jpg,high_confidence/Schindler/VFBR Wiring Diagram 3.jpg,high_confidence,Schindler,16,Wiring Diagram,VFBR drive/control diagram,VFBR Wiring Diagram 3,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - VFBR4.jpg,high_confidence/Schindler/VFBR Wiring Diagram 4.jpg,high_confidence,Schindler,16,Wiring Diagram,VFBR drive/control diagram,VFBR Wiring Diagram 4,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - VFBR5.jpg,high_confidence/Schindler/VFBR Wiring Diagram 5.jpg,high_confidence,Schindler,16,Wiring Diagram,VFBR drive/control diagram,VFBR Wiring Diagram 5,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - VFBR6.jpg,high_confidence/Schindler/VFBR Wiring Diagram 6.jpg,high_confidence,Schindler,15,Wiring Diagram,VFBR drive/control diagram,VFBR Wiring Diagram 6,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,circuit; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - Vander2.pdf,review/Schindler/Encoder PCB VA1010D - EN02.pdf,review,Schindler,4,Datasheet,encoder unit / landing control,Encoder PCB VA1010D-EN02,"medium=electrical,diagram,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - Varidor120C.pdf,high_confidence/Schindler/Varidor 120C Wiring Diagram.pdf,high_confidence,Schindler,17,Wiring Diagram,Door drive wiring,Varidor 120C Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram,circuit; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - Working instruction for ARD JRH problem.pdf,review/Schindler/JRH Problem with ARD - Working Instruction.pdf,review,Schindler,6,Technical Note,ARD / rescue device wiring workaround,JRH Problem with ARD – Working Instruction,"high=wiring diagram,wiring; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - chapter 14.pdf,review/Schindler/Electrical Installation.pdf,review,Schindler,4,Manual,Electrical wiring and connectors,Electrical Installation,high=wiring; medium=electrical; doc_suffix
